unit,page,part,language_name,lang_code,text
MAT/MA104-CarPurchase,2,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA104-CarPurchase,2,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA104-CarPurchase,2,3,Azerbaijani / Azeri,aze-QAZ,"MAŞIN ALIŞI
Turanın almaq üçün nəzərdən keçirdiyi dörd maşının qiyməti və yanacaq sərfiyyatı aşağıdakı cədvəldə verilmişdir.
Yanacaq sərfiyyatı 100 kilometr məsafə sürmək üçün ehtiyac olan yanacağın litrlə miqdarıdır.  Bu, şəhərdə və şəhərlərarası sürməyin birləşməsinə əsaslanan təxmindir.
Maşın A
Maşın B
Maşın C
Maşın D
Maşının Qiyməti (zedlə)
Maşının qiymətinə bütün vergilər və qeydiyyat rüsumu da daxildir.
8000
8700
9900
10 500
Yanacaq Sərfiyyatı
(l/100km)
18,9
15,7
12,4
14,1
Xərc Hesablayıcının bəzi xanaları Turanın təxminlərinə əsasən dolduruıub.
XƏRC HESABLAYICI
Maşının Qiyməti (zedlə)
Yanacaq Sərfiyyatı (l/100 km)
Sürülən Təxmini Məsafə (km)
20 000
Yanacağın Orta Qiyməti (zed/l)
1,54
Təxmini Baxım Xərcləri (zedlə)
250
Təmizlə
Hesabla
NƏTİCƏLƏR
closeOLDU"
MAT/MA104-CarPurchase,2,4,Azerbaijani / Azeri,aze-QAZ,"Maşın Alışı  Sual 1 / 2
Xərc Hesablayıcısından İstifadə Qaydaları
Xərc Hesablayıcısı maşının alınması və ilk il ərzində sürülməsi üçün nə qədər xərc lazım olduğunu müəyyən edəcək.
Hesablayıcıdan istifadə etmək üçün aşağıdakı addımları izləyin.
Maşının Qiymətini daxil edin.
Yanacaq Sərfiyyatını daxil edin.
""Hesabla"" düyməsini klikləyin. Əldə olunan cavab Nəticələr cədvəlində görünəcək.
Əlavə hesablamalar aparmaq üçün ""Təmizlə"" düyməsinə klikləyin, yeni dəyərləri əlavə edin; sonra isə yenidən ""Hesabla"" düyməsini klikləyin.
Nəticələr cədvəlindəki hər hansı bir məlumatı silmək üçün həmin sətrin yanındakı sil düyməsini klikləyin.
Sağdakı ""Maşın Alışı""-na istinad edin. Aşağıdakı suala cavab vermək üçün Xərc Hesablayıcıdan istifadə edin. Suala cavab vermək üçün seçimi klikləyin.
Xərc Hesablayıcısından necə istifadə edəcəyinizi görmək üçün ""Xərc Hesablayıcıdan İstifadə Qaydaları""nı klikləyin.
Turanın təxminlərinə əsasən, hansı maşını almaq və birinci il sürmək ona  ən az xərcə başa gələcək?
Maşın A
Maşın B
Maşın C
Maşın D"
MAT/MA104-CarPurchase,2,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,3,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA104-CarPurchase,3,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA104-CarPurchase,3,3,Azerbaijani / Azeri,aze-QAZ,"MAŞIN ALIŞI
Turanın almaq üçün nəzərdən keçirdiyi dörd maşının qiyməti və yanacaq sərfiyyatı aşağıdakı cədvəldə verilmişdir.
Yanacaq sərfiyyatı 100 kilometr məsafə sürmək üçün ehtiyac olan yanacağın litrlə miqdarıdır.  Bu, şəhərdə və şəhərlərarası sürməyin birləşməsinə əsaslanan təxmindir.
Maşın A
Maşın B
Maşın C
Maşın D
Maşının Qiyməti (zedlə)
Maşının qiymətinə bütün vergilər və qeydiyyat rüsumu da daxildir.
8000
8700
9900
10 500
Yanacaq Sərfiyyatı
(l/100km)
18,9
15,7
12,4
14,1"
MAT/MA104-CarPurchase,3,4,Azerbaijani / Azeri,aze-QAZ,"Maşın Alışı  Sual 2 / 2
Sağdakı ""Maşın Alışı""-na istinad edin. Suala cavab vermək üçün seçimi klikləyin.
Maşının  yenidən satış qiyməti onun daha sonra yenidən satıla biləcəyi təxmini qiymətə bərabərdir.
Əla vəziyyətdə qalan maşının dəyəri hər il 5% azalacaqdır.
Əgər Turan maşın D-ni almağa və üç il sonra əla vəziyyətdə yenidən satmağa qərar verərsə, maşının zedlə təqribi yenidən satış qiyməti nə qədər olacaq?
1575
8925
9000
9975"
MAT/MA104-CarPurchase,3,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,1,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA104-CarPurchase,1,2,Basque,eus-ESP,PISA
MAT/MA104-CarPurchase,1,3,Basque,eus-ESP,"Autoaren erosketa  Sarrera
Irakurri sarrera. Ondoren, egin klik HURRENGOA gezian.
AUTOAREN EROSKETA
Tania auto berria erosteko asmotan dabil.  Jakin nahi du zenbat kostatuko zaion auto bat erostea eta lehen urtean erabiltzea.
Kostu kalkulagailu hau aurkitu du sarean, eta honako estimazio hauek egin ditu:
Lehen urte horretan autoan egingo duen distantzia estimatua 20 000 km-koa da.
Erregaiaren batez besteko kostua litroko 1,54 zedekoa izango da.
Mantentze-lanen kostu estimatua 250 zedekoa da lehen urtean.
KOSTU KALKULAGAILUA
Autoaren prezioa (zed)
Erregai-kontsumoa (L/100 km)
Gidatutako distantziaren kalkulu estimatua (km)
Erregaiaren batez besteko kostua litroko (zed/L)
Mantentze-lanen kostuaren kalkulu estimatua (zed)
Ezabatu
Kalkulatu"
MAT/MA104-CarPurchase,1,4,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA104-CarPurchase,2,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA104-CarPurchase,2,2,Basque,eus-ESP,PISA
MAT/MA104-CarPurchase,2,3,Basque,eus-ESP,"AUTOAREN EROSKETA
Tania autoa erosteko asmotan dabil, eta beheko taula honetan daude Tania aztertzen ari den lau autoren prezioa eta erregai-kontsumoa.
Erregai-kontsumoa da 100 kilometro egiteko behar den erregaiaren litroen kopurua. Kalkulu estimatua da, hirian eta autobidean gidatzearen konbinazio batean oinarrituta.
A autoa
B autoa
C autoa
D autoa
Autoaren prezioa (zed)
Autoaren prezioan sartuta daude zerga eta matrikulatze-tasa guztiak.
8000
8700
9900
10 500
Erregai-kontsumoa
(L/100 km)
18,9
15,7
12,4
14,1
Kostu kalkulagailuko gelaxka batzuk beteta daude, Taniaren kalkuluetan oinarrituta.
KOSTU KALKULAGAILUA
Autoaren prezioa (zed)
Erregai-kontsumoa (L/100 km)
Gidatutako distantziaren kalkulu estimatua (km)
20 000
Erregaiaren batez besteko kostua litroko (zed/L)
1,54
Mantentze-lanen kostuaren kalkulu estimatua (zed)
250
Ezabatu
Kalkulatu
EMAITZAK
closeAdos"
MAT/MA104-CarPurchase,2,4,Basque,eus-ESP,"Autoaren erosketa  Galdera 1 / 2
Nola erabili kostu kalkulagailua
Kostu kalkulagailuak adieraziko du zenbateko kostua izango duen auto bat erosteak eta lehen urtean erabiltzeak.
Kalkulagailua erabiltzeko, jarraitu urrats hauei:
Sartu autoaren prezioa.
Sartu erregai-kontsumoa.
Egin klik ""Kalkulatu"" botoian. Emaitza ondoko ""Emaitzak"" taulan ageriko da.
Kalkulu gehiago egiteko, egin klik ""Ezabatu"" botoian, sartu beste balio batzuk eta, ondoren, egin klik ""Kalkulatu"" botoian berriro.
Emaitzen taulatik datuen ilara bat ezabatzeko, egin klik ilararen ondoko ezabatzeko botoian.
Begiratu ""Autoaren erosketa"" egoerari eskuinean. Erabili kostu kalkulagailua, lagungarri gisa, beheko galderari erantzuteko. Egin klik aukera batean, galderari erantzuteko.
Kostu kalkulagailua nola erabiltzen den ikusteko, egin klik ""Nola erabili kostu kalkulagailua"" barran, goian.
Taniaren estimazioen arabera, zer autok izango luke kosturik txikiena erosi eta lehen urtean erabiltzeko?
A autoa
B autoa
C autoa
D autoa"
MAT/MA104-CarPurchase,2,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA104-CarPurchase,3,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA104-CarPurchase,3,2,Basque,eus-ESP,PISA
MAT/MA104-CarPurchase,3,3,Basque,eus-ESP,"AUTOAREN EROSKETA
Tania autoa erosteko asmotan dabil, eta beheko taula honetan daude Tania aztertzen ari den lau autoren prezioa eta erregai-kontsumoa.
Erregai-kontsumoa da 100 kilometro egiteko behar den erregaiaren litroen kopurua. Kalkulu estimatua da, hirian eta autobidean gidatzearen konbinazio batean oinarrituta.
A autoa
B autoa
C autoa
D autoa
Autoaren prezioa (zed)
Autoaren prezioan sartuta daude zerga eta matrikulatze-tasa guztiak.
8000
8700
9900
10 500
Erregai-kontsumoa
(L/100 km)
18,9
15,7
12,4
14,1"
MAT/MA104-CarPurchase,3,4,Basque,eus-ESP,"Autoaren erosketa  Galdera 2 / 2
Begiratu ""Autoaren erosketa"" egoerari eskuinean. Egin klik aukera batean, galderari erantzuteko.
Auto baten birsalmenta-prezioa da aurreragoan saltzean autoak izan dezakeen prezio estimatua.
Egoera bikainean dagoen auto baten birsalmenta-prezioa % 5 jaisten da urtero.
Taniak erabakitzen badu D autoa erostea eta hortik hiru urtera saltzea, egoera bikainean, zein izango da autoaren birsalmenta-prezio hurbildua zedetan?
1575
8925
9000
9975"
MAT/MA104-CarPurchase,3,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA104-CarPurchase,1,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA104-CarPurchase,1,2,Bokmål,nob-NOR,PISA
MAT/MA104-CarPurchase,1,3,Bokmål,nob-NOR,"Bilkjøp  Innledning
Les innledningen. Klikk deretter på NESTE-pilen.
BILKJØP
Trine planlegger å kjøpe en ny bil. Hun ønsker å vite hvor mye det vil koste å kjøpe bilen og bruke den det første året.
Hun finner denne kostnadskalkulatoren på nettet og gjør følgende beregninger:
Hun beregner å kjøre omtrent 20 000 km dette året.
Den gjennomsnittlige prisen på bensin er 1,54 zed per liter.
Vedlikeholdskostnadene er beregnet til 250 zed det første året.
KOSTNADSKALKULATOR
Bilpris (zed)
Bensinforbruk (l/100 km)
Beregnet kjørelengde (km)
Gjennomsnittlig bensinpris (zed/l)
Beregnet vedlikeholdskostnad (zed)
Nullstill
Regn ut"
MAT/MA104-CarPurchase,1,4,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,2,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA104-CarPurchase,2,2,Bokmål,nob-NOR,PISA
MAT/MA104-CarPurchase,2,3,Bokmål,nob-NOR,"BILKJØP
Prisen og bensinforbruket til fire biler som Trine vurderer å kjøpe, er vist i tabellen nedenfor.
Bensinforbruket er antall liter bensin som trengs for å kjøre 100 kilometer. Dette er en beregning basert på en kombinasjon av by- og landeveiskjøring.
Bil A
Bil B
Bil C
Bil D
Bilpris (zed)
Bilpris inkluderer alle skatter og avgifter.
8000
8700
9900
10 500
Bensinforbruk
(l/100 km)
18,9
15,7
12,4
14,1
Noen av rutene i kostnadskalkulatoren er fyllt ut basert på Trines beregninger.
KOSTNADSKALKULATOR
Bilpris (zed)
Bensinforbruk (l/100 km)
Beregnet kjørelengde (km)
20 000
Gjennomsnittlig bensinpris (zed/l)
1,54
Beregnet vedlikeholdskostnad (zed)
250
Nullstill
Regn ut
RESULTATER
closeOK"
MAT/MA104-CarPurchase,2,4,Bokmål,nob-NOR,"Bilkjøp  Spørsmål 1 / 2
Hvordan bruke kostnadskalkulatoren
Kostnadskalkulatoren regner ut hvor mye det koster å kjøpe og bruke en bil det første året.
Følg disse trinnene for å bruke kalkulatoren:
Skriv inn Bilpris.
Skriv inn Bensinforbruk.
Klikk på ""Regn ut""-knappen. Resultatet vil vises i Resultat-tabellen.
For å gjøre flere beregninger, klikk på ""Nullstill"", skriv inn nye verdier, og klikk deretter på ""Regn ut""-knappen igjen.
For å slette en rad med data i Resultat-tabellen, klikk på ""Slett""-knappen ved siden av raden.
Les ""Bilkjøp"" til høyre. Bruk kostnadskalkulatoren for å svare på spørsmålet nedenfor. Svar på spørsmålet ved å klikke på et av alternativene.
Klikk på ""Hvordan bruke kostnadskalkulatoren"" ovenfor for å se hvordan du bruker kostnadskalkulatoren.
Basert på Trines beregninger, hvilken bil vil være billigst for henne å kjøpe og bruke det første året?
Bil A
Bil B
Bil C
Bil D"
MAT/MA104-CarPurchase,2,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,3,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA104-CarPurchase,3,2,Bokmål,nob-NOR,PISA
MAT/MA104-CarPurchase,3,3,Bokmål,nob-NOR,"BILKJØP
Prisen og bensinforbruket til fire biler som Trine vurderer å kjøpe, er vist i tabellen nedenfor.
Bensinforbruket er antall liter bensin som trengs for å kjøre 100 kilometer. Dette er en beregning basert på en kombinasjon av by- og landeveiskjøring.
Bil A
Bil B
Bil C
Bil D
Bilpris (zed)
Bilpris inkluderer alle skatter og avgifter.
8000
8700
9900
10 500
Bensinforbruk
(l/100 km)
18,9
15,7
12,4
14,1"
MAT/MA104-CarPurchase,3,4,Bokmål,nob-NOR,"Bilkjøp  Spørsmål 2 / 2
Les ""Bilkjøp"" til høyre. Svar på spørsmålet ved å klikke på et av alternativene.
Bilens bruktpris er den beregnede prisen som bilen kan bli solgt for på et senere tidspunkt.
For en bil som er i meget god stand, vil bruktprisen synke med 5 % hvert år.
Omtrent hvor mye vil bruktprisen av bilen være i zed, hvis Trine bestemmer seg for å kjøpe bil D og selge den i meget god stand etter tre år?
1575
8925
9000
9975"
MAT/MA104-CarPurchase,3,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,1,1,Bosnian,bos-BIH,Digitronclose
MAT/MA104-CarPurchase,1,2,Bosnian,bos-BIH,PISA 2022
MAT/MA104-CarPurchase,1,3,Bosnian,bos-BIH,"C
(
)
x2
yx
√x
1/x
π
:
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA104-CarPurchase,1,4,Bosnian,bos-BIH,"Kupovina automobila    Uvod
Pročitaj uvod. Zatim klikni na strelicu SLJEDEĆE.
KUPOVINA AUTOMOBILA
Tanja planira da kupi novi automobil.  Ona želi da zna koliko će je koštati kupovina automobila i vožnja tokom prve godine.
Pronašla je na internetu ovaj program za procjenjivanje troškova i pravi sljedeće procjene:
Ove godine će preći procijenjenu kilometražu od 20 000 km.
Prosječna cijena goriva će biti 1,54 zeda po litri.
Troškovi održavanja tokom prve godine su procijenjeni na 250 zeda.
PROGRAM ZA PROCJENU TROŠKOVA
Cijena automobila (u zedima)
Potrošnja goriva (l/100 km)
Procjena pređenog puta (km)
Prosječna cijena goriva (zedi/l)
Procijenjeni troškovi održavanja (u zedima)
Izbriši
Izračunaj"
MAT/MA104-CarPurchase,2,1,Bosnian,bos-BIH,Digitronclose
MAT/MA104-CarPurchase,2,2,Bosnian,bos-BIH,PISA 2022
