unit,page,part,language_name,lang_code,text
MAT/MA161-ForestedAreas,3,3,Albanian,sqi-ALB,"SIPËRFAQJA PYJORE
Faqja e të dhënave më poshtë, tregon sasinë e sipërfaqes pyjore në formë përqindjeje të të gjithë sipërfaqes së secilit nga 15 shtetet, në këtë grup të dhënash. Të dhënat janë paraqitur për vitet 2005, 2010 dhe 2015.
Kolona A ▾
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Shteti
2005
2010
2015
Algjeria0,640,810,82Armenia11,7711,7411,77Gjermania32,6632,7332,76Greqia29,1130,2831,45India22,7723,4723,77Kazakistani1,241,231,23Kolumbia54,2652,8552,73Koreja e Jugut64,4264,0863,69Libani13,3413,3813,42Panamaja64,3363,2162,11Peruja59,0158,4557,79Portugalia36,5235,8935,25Senegali45,0544,0142,97Shtetet e Bashkuara33,2633,733,85Tajlanda31,5131,8132,1
Llogarit
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Veprimi
Shto
Zbrit
Shumëzo
Pjesëto
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Mesatarja
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Fshiji të Gjitha
closeOK"
MAT/MA161-ForestedAreas,3,4,Albanian,sqi-ALB,"Sipërfaqet Pyjore  Udhëzim
Udhëzimet për përdorimin e faqes së të dhënave janë të disponueshme për secilën pyetje.
Ato gjenden në një menu të quajtur ""Si të Përdorni Faqen e të Dhënave"" që mund të hapet dhe të mbyllet.
Klikoni mbi shirtin poshtë për të hapur udhëzimet. Klikoni mbi shiritin përsëri për të mbyllur udhëzimet.
Si të Përdorni Faqen e të Dhënave
Klikoni mbi   për të renditur një kolonë në rend rritës (nga më e ulta në më të lartën).  Klikoni mbi ikonën përsëri për të renditur kolonën në rend zbritës (nga e larta tek më e ulta).
Për të performuar llogaritjet:
Zgjidhni një kolonë nga menuja e parë që lëshohet poshtë.
Zgjidhni një veprim nga menuja e mesit që lëshohet poshtë.
Zgjidhni një kolonë nga menuja e fundit që lëshohet poshtë.
Klikoni mbi ""Drejto"".
Rezultatet do të shfaqen në kolonën e parë të disponueshme bosh.
Për të shfaqur mesataren e një kolone, zgjidhni një kolonë nga menuja që lëshohet poshtë dhe klikoni mbi ""Drejto"". Rezultati do të paraqitet  në qelizën poshtë asaj kolone.
Për të kthyer mbrapsht një veprim, klikoni mbi .
Për të fshirë një kolonë, klikoni mbi .
Për të fshirë plotësisht faqen e të dhënave, shtypni mbi ""Fshiji të Gjitha"".
Klikoni mbi  për të vazhduar."
MAT/MA161-ForestedAreas,3,5,Albanian,sqi-ALB,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,4,1,Albanian,sqi-ALB,Makinë llogaritëseclose
MAT/MA161-ForestedAreas,4,2,Albanian,sqi-ALB,PISA 2022
MAT/MA161-ForestedAreas,4,3,Albanian,sqi-ALB,"SIPËRFAQJA PYJORE
Faqja e të dhënave më poshtë, tregon sasinë e sipërfaqes pyjore në formë përqindjeje të të gjithë sipërfaqes së secilit nga 15 shtetet, në këtë grup të dhënash. Të dhënat janë paraqitur për vitet 2005, 2010 dhe 2015.
Kolona A ▾
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Shteti
2005
2010
2015
Algjeria0,640,810,82Armenia11,7711,7411,77Gjermania32,6632,7332,76Greqia29,1130,2831,45India22,7723,4723,77Kazakistani1,241,231,23Kolumbia54,2652,8552,73Koreja e Jugut64,4264,0863,69Libani13,3413,3813,42Panamaja64,3363,2162,11Peruja59,0158,4557,79Portugalia36,5235,8935,25Senegali45,0544,0142,97Shtetet e Bashkuara33,2633,733,85Tajlanda31,5131,8132,1
Llogarit
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Veprimi
Shto
Zbrit
Shumëzo
Pjesëto
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Mesatarja
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Fshiji të Gjitha
closeOK"
MAT/MA161-ForestedAreas,4,4,Albanian,sqi-ALB,"Sipërfaqja Pyjore  Pyetje 1 / 4
Si të Përdorni Faqen e të Dhënave
Klikoni mbi   për të renditur një kolonë në rend rritës (nga më e ulta në më të lartën).  Klikoni mbi ikonën përsëri për të renditur kolonën në rend zbritës (nga e larta tek më e ulta).
Për të performuar llogaritjet:
Zgjidhni një kolonë nga menuja e parë që lëshohet poshtë.
Zgjidhni një veprim nga menuja e mesit që lëshohet poshtë.
Zgjidhni një kolonë nga menuja e fundit që lëshohet poshtë.
Klikoni mbi ""Drejto"".
Rezultatet do të shfaqen në kolonën e parë të disponueshme bosh.
Për të shfaqur mesataren e një kolone, zgjidhni një kolonë nga menuja që lëshohet poshtë dhe klikoni mbi ""Drejto"". Rezultati do të paraqitet  në qelizën poshtë asaj kolone.
Për të kthyer mbrapsht një veprim, klikoni mbi .
Për të fshirë një kolonë, klikoni mbi .
Për të fshirë plotësisht faqen e të dhënave, shtypni mbi ""Fshiji të Gjitha"".
Referohuni ""Sipërfaqeve Pyjore"" në të djathtë. Përdorni faqen e të dhënave për t'ju ndihmuar t'i përgjigjeni pyetjes më poshtë. Zgjidhni nga menutë që lëshohen poshtë për t'ju përgjigjur secilës pyetje.
Në tabelën më poshtë, përgjigjuni secilës pyetjeje duke zgjedhur një shtet nga menuja korresponduese që lëshohet poshtë.
Pyetja
Shteti
Sipas pikëve në përqindje, cili shtet ka shtimin më të madh ndërmjet 2005 dhe 2015?
ZgjidhniAlgjeriaArmeniaGjermaniaGreqiaIndiaKazakistaniKolumbiaKoreja e JugutLibaniPanamajaPerujaPortugaliaSenegaliShtetet e BashkuaraTajlanda
Cili shtet nuk ka patur ndryshim të përgjithshëm ndërmjet 2005 dhe 2015?
ZgjidhniAlgjeriaArmeniaGjermaniaGreqiaIndiaKazakistaniKolumbiaKoreja e JugutLibaniPanamajaPerujaPortugaliaSenegaliShtetet e BashkuaraTajlanda
Sipas pikëve të përqindjes, cili shtet pati humbjen më të madhe ndërmjet 2005 dhe 2015?
ZgjidhniAlgjeriaArmeniaGjermaniaGreqiaIndiaKazakistaniKolumbiaKoreja e JugutLibaniPanamajaPerujaPortugaliaSenegaliShtetet e BashkuaraTajlanda"
MAT/MA161-ForestedAreas,4,5,Albanian,sqi-ALB,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,5,1,Albanian,sqi-ALB,Makinë llogaritëseclose
MAT/MA161-ForestedAreas,5,2,Albanian,sqi-ALB,PISA 2022
MAT/MA161-ForestedAreas,5,3,Albanian,sqi-ALB,"SIPËRFAQJA PYJORE
Faqja e të dhënave më poshtë, tregon sasinë e sipërfaqes pyjore në formë përqindjeje të të gjithë sipërfaqes së secilit nga 15 shtetet, në këtë grup të dhënash. Të dhënat janë paraqitur për vitet 2005, 2010 dhe 2015.
Kolona A ▾
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Shteti
2005
2010
2015
Algjeria0,640,810,82Armenia11,7711,7411,77Gjermania32,6632,7332,76Greqia29,1130,2831,45India22,7723,4723,77Kazakistani1,241,231,23Kolumbia54,2652,8552,73Koreja e Jugut64,4264,0863,69Libani13,3413,3813,42Panamaja64,3363,2162,11Peruja59,0158,4557,79Portugalia36,5235,8935,25Senegali45,0544,0142,97Shtetet e Bashkuara33,2633,733,85Tajlanda31,5131,8132,1
Llogarit
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Veprimi
Shto
Zbrit
Shumëzo
Pjesëto
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Mesatarja
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Fshiji të Gjitha
closeOK"
MAT/MA161-ForestedAreas,5,4,Albanian,sqi-ALB,"Sipërfaqja Pyjore  Pyetje 2 / 4
Si të Përdorni Faqen e të Dhënave
Klikoni mbi   për të renditur një kolonë në rend rritës (nga më e ulta në më të lartën).  Klikoni mbi ikonën përsëri për të renditur kolonën në rend zbritës (nga e larta tek më e ulta).
Për të performuar llogaritjet:
Zgjidhni një kolonë nga menuja e parë që lëshohet poshtë.
Zgjidhni një veprim nga menuja e mesit që lëshohet poshtë.
Zgjidhni një kolonë nga menuja e fundit që lëshohet poshtë.
Klikoni mbi ""Drejto"".
Rezultatet do të shfaqen në kolonën e parë të disponueshme bosh.
Për të shfaqur mesataren e një kolone, zgjidhni një kolonë nga menuja që lëshohet poshtë dhe klikoni mbi ""Drejto"". Rezultati do të paraqitet  në qelizën poshtë asaj kolone.
Për të kthyer mbrapsht një veprim, klikoni mbi .
Për të fshirë një kolonë, klikoni mbi .
Për të fshirë plotësisht faqen e të dhënave, shtypni mbi ""Fshiji të Gjitha"".
Referohuni ""Sipërfaqeve Pyjore"" në të djathtë. Përdorni faqen e të dhënave për t'ju ndihmuar t'i përgjigjeni pyetjes më poshtë. Klikoni një alternativë për t'ju përgjigjur pyetjes.
Konsideroni dy periudhat kohore: 2005 deri në 2010 dhe 2010 deri në 2015.
Cila nga fjalitë e mëposhtme përshkruan saktë ndryshimin mesatar në përqindjen e sipërfaqes pyjore për të dyja periudhat kohore?
Ndryshimi mesatar ishte pozitiv për të dyja periudhat kohore.
Ndryshimi mesatar ishte negativ për të dyja periudhat kohore.
Ndryshimi mesatar ishte i njejtë për të dyja periudhat kohore.
Ndryshimi mesatar ishte pozitiv për një periudhë kohore dhe negativ për një periudhë tjetër kohore."
MAT/MA161-ForestedAreas,5,5,Albanian,sqi-ALB,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,6,1,Albanian,sqi-ALB,Makinë llogaritëseclose
MAT/MA161-ForestedAreas,6,2,Albanian,sqi-ALB,PISA 2022
MAT/MA161-ForestedAreas,6,3,Albanian,sqi-ALB,"SIPËRFAQJA PYJORE
Faqja e të dhënave më poshtë, tregon sasinë e sipërfaqes pyjore në formë përqindjeje të të gjithë sipërfaqes së secilit nga 15 shtetet, në këtë grup të dhënash. Të dhënat janë paraqitur për vitet 2005, 2010 dhe 2015.
Kolona A ▾
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Shteti
2005
2010
2015
Algjeria0,640,810,82Armenia11,7711,7411,77Gjermania32,6632,7332,76Greqia29,1130,2831,45India22,7723,4723,77Kazakistani1,241,231,23Kolumbia54,2652,8552,73Koreja e Jugut64,4264,0863,69Libani13,3413,3813,42Panamaja64,3363,2162,11Peruja59,0158,4557,79Portugalia36,5235,8935,25Senegali45,0544,0142,97Shtetet e Bashkuara33,2633,733,85Tajlanda31,5131,8132,1
Llogarit
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Veprimi
Shto
Zbrit
Shumëzo
Pjesëto
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Mesatarja
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Fshiji të Gjitha
closeOK"
MAT/MA161-ForestedAreas,6,4,Albanian,sqi-ALB,"Sipërfaqja Pyjore  Pyetje 3 / 4
Si të Përdorni Faqen e të Dhënave
Klikoni mbi   për të renditur një kolonë në rend rritës (nga më e ulta në më të lartën).  Klikoni mbi ikonën përsëri për të renditur kolonën në rend zbritës (nga e larta tek më e ulta).
Për të performuar llogaritjet:
Zgjidhni një kolonë nga menuja e parë që lëshohet poshtë.
Zgjidhni një veprim nga menuja e mesit që lëshohet poshtë.
Zgjidhni një kolonë nga menuja e fundit që lëshohet poshtë.
Klikoni mbi ""Drejto"".
Rezultatet do të shfaqen në kolonën e parë të disponueshme bosh.
Për të shfaqur mesataren e një kolone, zgjidhni një kolonë nga menuja që lëshohet poshtë dhe klikoni mbi ""Drejto"". Rezultati do të paraqitet  në qelizën poshtë asaj kolone.
Për të kthyer mbrapsht një veprim, klikoni mbi .
Për të fshirë një kolonë, klikoni mbi .
Për të fshirë plotësisht faqen e të dhënave, shtypni mbi ""Fshiji të Gjitha"".
Referohuni ""Sipërfaqeve Pyjore"" në të djathtë. Përdorni faqen e të dhënave për t'ju ndihmuar t'i përgjigjeni pyetjes më poshtë. Zgjidhni nga menutë që lëshohen poshtë për t'ju përgjigjur pyetjes.
Konsideroni dy periudhat kohore: 2005 deri në 2010 dhe 2010 deri në 2015.
Sipas pikëve të përqindjes, cilët janë dy shtetet që kanë patur ndryshimin më të madh në përqindje të sipërfaqes pyjore nga njëra  periudhë kohore në periudhën tjetër kohore?
Përgjigjet:
ZgjidhniAlgjeriaArmeniaGjermaniaGreqiaIndiaKazakistaniKolumbiaKoreja e JugutLibaniPanamajaPerujaPortugaliaSenegaliShtetet e BashkuaraTajlanda
dhe
ZgjidhniAlgjeriaArmeniaGjermaniaGreqiaIndiaKazakistaniKolumbiaKoreja e JugutLibaniPanamajaPerujaPortugaliaSenegaliShtetet e BashkuaraTajlanda"
MAT/MA161-ForestedAreas,6,5,Albanian,sqi-ALB,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,7,1,Albanian,sqi-ALB,Makinë llogaritëseclose
MAT/MA161-ForestedAreas,7,2,Albanian,sqi-ALB,PISA 2022
MAT/MA161-ForestedAreas,7,3,Albanian,sqi-ALB,"SIPËRFAQJA PYJORE
Faqja e të dhënave më poshtë, tregon sasinë e sipërfaqes pyjore në formë përqindjeje të të gjithë sipërfaqes së secilit nga 15 shtetet, në këtë grup të dhënash. Të dhënat janë paraqitur për vitet 2005, 2010 dhe 2015.
Kolona A ▾
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Shteti
2005
2010
2015
Algjeria0,640,810,82Armenia11,7711,7411,77Gjermania32,6632,7332,76Greqia29,1130,2831,45India22,7723,4723,77Kazakistani1,241,231,23Kolumbia54,2652,8552,73Koreja e Jugut64,4264,0863,69Libani13,3413,3813,42Panamaja64,3363,2162,11Peruja59,0158,4557,79Portugalia36,5235,8935,25Senegali45,0544,0142,97Shtetet e Bashkuara33,2633,733,85Tajlanda31,5131,8132,1
Llogarit
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Veprimi
Shto
Zbrit
Shumëzo
Pjesëto
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Mesatarja
Kolona
Kolona B
Kolona C
Kolona D
Kolona E
Kolona F
Kolona G
Drejto
Fshiji të Gjitha
closeOK"
MAT/MA161-ForestedAreas,7,4,Albanian,sqi-ALB,"Sipërfaqja Pyjore  Pyetje 4 / 4
Si të Përdorni Faqen e të Dhënave
Klikoni mbi   për të renditur një kolonë në rend rritës (nga më e ulta në më të lartën).  Klikoni mbi ikonën përsëri për të renditur kolonën në rend zbritës (nga e larta tek më e ulta).
Për të performuar llogaritjet:
Zgjidhni një kolonë nga menuja e parë që lëshohet poshtë.
Zgjidhni një veprim nga menuja e mesit që lëshohet poshtë.
Zgjidhni një kolonë nga menuja e fundit që lëshohet poshtë.
Klikoni mbi ""Drejto"".
Rezultatet do të shfaqen në kolonën e parë të disponueshme bosh.
Për të shfaqur mesataren e një kolone, zgjidhni një kolonë nga menuja që lëshohet poshtë dhe klikoni mbi ""Drejto"". Rezultati do të paraqitet  në qelizën poshtë asaj kolone.
Për të kthyer mbrapsht një veprim, klikoni mbi .
Për të fshirë një kolonë, klikoni mbi .
Për të fshirë plotësisht faqen e të dhënave, shtypni mbi ""Fshiji të Gjitha"".
Referohuni ""Sipërfaqeve Pyjore"" në të djathtë. Përdorni faqen e të dhënave për t'ju ndihmuar t'i përgjigjeni pyetjes më poshtë. Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për t'ju përgjigjur pyetjes.
Helena mendon se Koreja e Jugut ka më tepër sipërfaqe pyjore se sa cilido shtet tjetër në këtë listë për vitet e paraqitura.
A është i mbështetur nga të dhënat në faqen e të dhënave mendimi i saj?
Po
Jo
Shpjegoni përgjigjen tuaj."
MAT/MA161-ForestedAreas,7,5,Albanian,sqi-ALB,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,1,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA161-ForestedAreas,1,2,Arabic,ara-ARE,PISA 2022
MAT/MA161-ForestedAreas,1,3,Arabic,ara-ARE,"مساحة الغابات  مقدمة
اقرأ المقدمة. ثم انقر على زر التالي.
مساحة الغابات
في هذه الوحدة، ستستخدم جدول البيانات للإجابة عن الأسئلة المتعلقة بالموقف التالي:
الغابة هي نظام بيئي يُوجد فيه مجموعة متنوعة من الأشجار والنباتات والحيوانات.
يمكن أن تتغير مساحة سطح الغابات في بلدٍ ما بمرور الزمن.
سوف تتدرب على استخدام جدول البيانات في الشاشة التالية."
MAT/MA161-ForestedAreas,1,4,Arabic,ara-ARE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,2,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA161-ForestedAreas,2,2,Arabic,ara-ARE,PISA 2022
MAT/MA161-ForestedAreas,2,3,Arabic,ara-ARE,"مساحة الغابات
يوضح جدول البيانات أدناه  النسبة المئوية لمساحة سطح الغابات من إجمالي مساحة الأرض في كل من الدول الـ 15  الواردة في مجموعة البيانات هذه. يتم عرض البيانات للأعوام  2005  و  2010  و  2015 .
عمود  A ▾
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
الدولة
2005
2010
2015
أرمينيا11.7711.7411.77ألمانيا32.6632.7332.76البرتغال36.5235.8935.25الجزائر0.640.810.82السنغال45.0544.0142.97الهند22.7723.4723.77الولايات المتحدة33.2633.733.85اليونان29.1130.2831.45بنما64.3363.2162.11بيرو59.0158.4557.79تايلاند31.5131.8132.1كازاخستان1.241.231.23كوريا الجنوبية64.4264.0863.69كولومبيا54.2652.8552.73لبنان13.3413.3813.42
احسب
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
العملية الحسابية
جمع
طرح
ضرب
قسمة
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
تشغيل
المتوسط الحسابي
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
تشغيل
مسح الكل
closeموافق"
MAT/MA161-ForestedAreas,2,4,Arabic,ara-ARE,"مساحة الغابات  تدريب
سوف تتدرّب على استخدام جدول البيانات قبل الانتقال إلى الأسئلة.
استخدم جدول البيانات لاستكمال الإجراءات الثلاثة التالية:
ترتيب العمود
انقر على الرمز  في العمود  B  أو  C  أو  D  لترتيب العمود ترتيبًا تصاعديًا (من الأقل إلى الأعلى).
سيتم ترتيب الأعمدة جميعها بناءً على طريقة ترتيب أي عمود آخر.
إجراء عملية حسابية
اختر عمودًا من القائمة المنسدلة الأولى الموجودة أسفل جدول البيانات.
بعد ذلك، اختر العملية الحسابية من القائمة المنسدلة الوسطى.
ثم اختر عموداً من القائمة المنسدلة الأخيرة.
انقر على زر "" تشغيل ""
ستعرض النتائج في أول عمود فارغ متاح.
عرض المتوسط ​​الحسابي (المعدل) لأحد الأعمدة
اختر عمودًا من القائمة المنسدلة بجانب ""المتوسط الحسابي"" ، الموجودة أسفل جدول البيانات.
انقر على زر "" تشغيل ""
سيتم عرض النتيجة في الخلية الموجودة أسفل ذلك العمود.
انقر على  للمتابعة."
MAT/MA161-ForestedAreas,2,5,Arabic,ara-ARE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,3,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA161-ForestedAreas,3,2,Arabic,ara-ARE,PISA 2022
MAT/MA161-ForestedAreas,3,3,Arabic,ara-ARE,"مساحة الغابات
يوضح جدول البيانات أدناه  النسبة المئوية لمساحة سطح الغابات من إجمالي مساحة الأرض في كل من الدول الـ 15  الواردة في مجموعة البيانات هذه. يتم عرض البيانات للأعوام  2005  و  2010  و  2015 .
عمود  A ▾
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
الدولة
2005
2010
2015
أرمينيا11.7711.7411.77ألمانيا32.6632.7332.76البرتغال36.5235.8935.25الجزائر0.640.810.82السنغال45.0544.0142.97الهند22.7723.4723.77الولايات المتحدة33.2633.733.85اليونان29.1130.2831.45بنما64.3363.2162.11بيرو59.0158.4557.79تايلاند31.5131.8132.1كازاخستان1.241.231.23كوريا الجنوبية64.4264.0863.69كولومبيا54.2652.8552.73لبنان13.3413.3813.42
احسب
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
العملية الحسابية
جمع
طرح
ضرب
قسمة
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
تشغيل
المتوسط الحسابي
العمود
عمود  B
عمود  C
عمود  D
عمود  E
عمود  F
عمود  G
تشغيل
مسح الكل
closeموافق"
MAT/MA161-ForestedAreas,3,4,Arabic,ara-ARE,"مساحة الغابات  تعليمات
تتوفر التعليمات حول كيفية استخدام جدول البيانات في كل سؤال.
توجد هذه التعليمات في قائمة يمكن فتحها وغلقها تسمى ""كيف تستخدم جدول البيانات"".
انقر على الشريط أدناه لعرض التعليمات. ثم انقر على الشريط مرة أخرى لإغلاق التعليمات.
كيف تستخدم جدول البيانات
انقر على  لترتيب أحد الأعمدة ترتيبًا تصاعديًا (من الأصغر إلى الأكبر).  انقر على الأيقونة مرة أخرى لترتيب العمود ترتيبًا تنازليًا (من الأكبر إلى الأصغر).
لإجراء  العمليات الحسابية
اختر عمودًا من القائمة المنسدلة الأولى.
اختر العملية الحسابية من القائمة المنسدلة الوسطى.
اختر عمودًا من القائمة المنسدلة الأخيرة.
انقر على زر "" تشغيل ""
ستعرض النتائج في أول عمود فارغ متاح.
لعرض المتوسط الحسابي (المعدل) لأحد الأعمدة، اختر عمودًا من القائمة المنسدلة وانقر على "" تشغيل "". سيتم عرض النتيجة في الخلية الموجودة أسفل ذلك العمود.
للتراجع عن إجراءٍ ما في أي عمود، انقر على .
لمسح البيانات من العمود، انقر على .
لمسح جدول البيانات بالكامل، انقر على ""مسح الكل"".
انقر على  للمتابعة."
MAT/MA161-ForestedAreas,3,5,Arabic,ara-ARE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA161-ForestedAreas,4,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA161-ForestedAreas,4,2,Arabic,ara-ARE,PISA 2022
